   0.0000000e+00   0.0000000e+00   2.0000000e+01
   2.1220659e-03   6.3661977e+00   2.0000000e+01
   6.3661977e-03   1.2732395e+01   2.0000000e+01
   1.2732395e-02   1.9098593e+01   2.0000000e+01
   2.1220659e-02   2.5464791e+01   2.0000000e+01
   3.1830989e-02   3.1830989e+01   2.0000000e+01
   4.4563384e-02   3.8197186e+01   2.0000000e+01
   5.9417845e-02   4.4563384e+01   2.0000000e+01
   7.6394373e-02   5.0929582e+01   2.0000000e+01
   9.5492966e-02   5.7295780e+01   2.0000000e+01
   1.1671362e-01   6.3661977e+01   2.0000000e+01
   1.3793428e-01   6.3661977e+01   2.0000000e+01
   1.5915494e-01   6.3661977e+01   2.0000000e+01
   1.8037560e-01   6.3661977e+01   2.0000000e+01
   2.0159626e-01   6.3661977e+01   2.0000000e+01
   2.2281692e-01   6.3661977e+01   2.0000000e+01
   2.4403758e-01   6.3661977e+01   2.0000000e+01
   2.6525824e-01   6.3661977e+01   2.0000000e+01
   2.8647890e-01   6.3661977e+01   2.0000000e+01
   3.0769956e-01   6.3661977e+01   2.0000000e+01
   3.2892022e-01   6.3661977e+01   2.0000000e+01
   3.5014087e-01   6.3661977e+01   2.0000000e+01
   3.7136153e-01   6.3661977e+01   2.0000000e+01
   3.9258219e-01   6.3661977e+01   2.0000000e+01
   4.1380285e-01   6.3661977e+01   2.0000000e+01
   4.3502351e-01   6.3661977e+01   2.0000000e+01
   4.5624417e-01   6.3661977e+01   2.0000000e+01
   4.7746483e-01   6.3661977e+01   2.0000000e+01
   4.9868549e-01   6.3661977e+01   2.0000000e+01
   5.1990615e-01   6.3661977e+01   2.0000000e+01
   5.4112681e-01   6.3661977e+01   2.0000000e+01
   5.6234747e-01   6.3661977e+01   2.0000000e+01
   5.8356812e-01   6.3661977e+01   2.0000000e+01
   6.0478878e-01   6.3661977e+01   2.0000000e+01
   6.2600944e-01   6.3661977e+01   2.0000000e+01
   6.4723010e-01   6.3661977e+01   2.0000000e+01
   6.6845076e-01   6.3661977e+01   2.0000000e+01
   6.8967142e-01   6.3661977e+01   2.0000000e+01
   7.1089208e-01   6.3661977e+01   2.0000000e+01
   7.3211274e-01   6.3661977e+01   2.0000000e+01
   7.5333340e-01   6.3661977e+01   2.0000000e+01
   7.7455406e-01   6.3661977e+01   2.0000000e+01
   7.9577472e-01   6.3661977e+01   2.0000000e+01
   8.1699537e-01   6.3661977e+01   2.0000000e+01
   8.3821603e-01   6.3661977e+01   2.0000000e+01
   8.5943669e-01   6.3661977e+01   2.0000000e+01
   8.8065735e-01   6.3661977e+01   2.0000000e+01
   9.0187801e-01   6.3661977e+01   2.0000000e+01
   9.2309867e-01   6.3661977e+01   2.0000000e+01
   9.4431933e-01   6.3661977e+01   2.0000000e+01
   9.6553999e-01   6.3661977e+01   2.0000000e+01
   9.8676065e-01   6.3661977e+01   2.0000000e+01
   1.0079813e+00   6.3661977e+01   2.0000000e+01
   1.0292020e+00   6.3661977e+01   2.0000000e+01
   1.0504226e+00   6.3661977e+01   2.0000000e+01
   1.0716433e+00   6.3661977e+01   2.0000000e+01
   1.0928639e+00   6.3661977e+01   2.0000000e+01
   1.1140846e+00   6.3661977e+01   2.0000000e+01
   1.1353053e+00   6.3661977e+01   2.0000000e+01
   1.1565259e+00   6.3661977e+01   2.0000000e+01
   1.1777466e+00   6.3661977e+01   2.0000000e+01
   1.1989672e+00   6.3661977e+01   2.0000000e+01
   1.2201879e+00   6.3661977e+01   2.0000000e+01
   1.2414086e+00   6.3661977e+01   2.0000000e+01
   1.2626292e+00   6.3661977e+01   2.0000000e+01
   1.2838499e+00   6.3661977e+01   2.0000000e+01
   1.3050705e+00   6.3661977e+01   2.0000000e+01
   1.3262912e+00   6.3661977e+01   2.0000000e+01
   1.3475119e+00   6.3661977e+01   2.0000000e+01
   1.3687325e+00   6.3661977e+01   2.0000000e+01
   1.3899532e+00   6.3661977e+01   2.0000000e+01
   1.4111738e+00   6.3661977e+01   2.0000000e+01
   1.4323945e+00   6.3661977e+01   2.0000000e+01
   1.4536151e+00   6.3661977e+01   2.0000000e+01
   1.4748358e+00   6.3661977e+01   2.0000000e+01
   1.4960565e+00   6.3661977e+01   2.0000000e+01
   1.5172771e+00   6.3661977e+01   2.0000000e+01
   1.5384978e+00   6.3661977e+01   2.0000000e+01
   1.5597184e+00   6.3661977e+01   2.0000000e+01
   1.5809391e+00   6.3661977e+01   2.0000000e+01
   1.6021598e+00   6.3661977e+01   2.0000000e+01
   1.6233804e+00   6.3661977e+01   2.0000000e+01
   1.6446011e+00   6.3661977e+01   2.0000000e+01
   1.6658217e+00   6.3661977e+01   2.0000000e+01
   1.6870424e+00   6.3661977e+01   2.0000000e+01
   1.7082631e+00   6.3661977e+01   2.0000000e+01
   1.7294837e+00   6.3661977e+01   2.0000000e+01
   1.7507044e+00   6.3661977e+01   2.0000000e+01
   1.7719250e+00   6.3661977e+01   2.0000000e+01
   1.7931457e+00   6.3661977e+01   2.0000000e+01
   1.8143664e+00   6.3661977e+01   2.0000000e+01
   1.8355870e+00   6.3661977e+01   2.0000000e+01
   1.8568077e+00   6.3661977e+01   2.0000000e+01
   1.8780283e+00   6.3661977e+01   2.0000000e+01
   1.8992490e+00   6.3661977e+01   2.0000000e+01
   1.9204696e+00   6.3661977e+01   2.0000000e+01
   1.9416903e+00   6.3661977e+01   2.0000000e+01
   1.9629110e+00   6.3661977e+01   2.0000000e+01
   1.9841316e+00   6.3661977e+01   2.0000000e+01
   2.0053523e+00   6.3661977e+01   2.0000000e+01
